,Crop,Crop_Year,Season,State,Annual_Rainfall,Yield,Fertilizer_per_ha,Pesticide_per_ha
1957,groundnut,2006,rabi,puducherry,1434.5875,1.6,127.71,0.22
1958,jowar,2006,summer,puducherry,1434.5875,1.75,127.71,0.22
1959,onion,2006,rabi,puducherry,1434.5875,4.0,127.71,0.22
1960,onion,2006,summer,puducherry,1434.5875,5.0,127.71,0.22
1961,rice,2006,kharif,puducherry,1434.5875,2.64,127.71,0.22
1962,rice,2006,rabi,puducherry,1434.5875,4.05,127.71000000000001,0.22
1963,rice,2006,summer,puducherry,1434.5875,3.05,127.71000000000001,0.22
1964,sesamum,2006,rabi,puducherry,1434.5875,0.5,127.71,0.22
1966,tapioca,2006,kharif,puducherry,1434.5875,26.93,127.71000000000001,0.22000000000000003
1968,banana,2006,kharif,meghalaya,2454.7,10.31714286,127.71,0.22
1969,castor seed,2006,rabi,meghalaya,2454.7,0.693333333,127.71000000000001,0.22
1970,cotton(lint),2006,rabi,meghalaya,2454.7,1.05,127.71000000000001,0.22
1971,dry chillies,2006,rabi,meghalaya,2454.7,0.958571429,127.71000000000001,0.22
1972,ginger,2006,kharif,meghalaya,2454.7,7.088571429,127.71,0.22
1973,gram,2006,rabi,meghalaya,2454.7,0.6,127.71,0.22
1974,jute,2006,rabi,meghalaya,2454.7,7.056666667,127.71000000000001,0.22
1975,linseed,2006,rabi,meghalaya,2454.7,0.48,127.71,0.22
1976,maize,2006,kharif,meghalaya,2454.7,1.541428571,127.71,0.22
1977,mesta,2006,kharif,meghalaya,2454.7,4.566666667,127.71,0.22
1978,other  rabi pulses,2006,rabi,meghalaya,2454.7,0.76,127.71000000000001,0.22
1979,potato,2006,rabi,meghalaya,2454.7,8.212857143,127.71000000000001,0.22
1980,rapeseed &mustard,2006,rabi,meghalaya,2454.7,0.657142857,127.71000000000001,0.22
1981,rice,2006,autumn,meghalaya,2454.7,1.641428571,127.71,0.22
1982,rice,2006,rabi,meghalaya,2454.7,2.077142857,127.71000000000001,0.22
1983,rice,2006,winter,meghalaya,2454.7,1.852857143,127.71,0.22
1984,sesamum,2006,rabi,meghalaya,2454.7,0.58,127.71000000000001,0.22
1985,small millets,2006,rabi,meghalaya,2454.7,0.977142857,127.71,0.22
1986,soyabean,2006,kharif,meghalaya,2454.7,0.972857143,127.71000000000001,0.22
1987,sugarcane,2006,whole year,meghalaya,2454.7,2.348,127.71000000000001,0.22
1988,sweet potato,2006,rabi,meghalaya,2454.7,3.238571429,127.71,0.21999999999999997
1989,tapioca,2006,kharif,meghalaya,2454.7,6.318571429,127.71000000000001,0.22
1990,tobacco,2006,rabi,meghalaya,2454.7,0.58,127.71,0.21999999999999997
1991,turmeric,2006,rabi,meghalaya,2454.7,6.125714286,127.71,0.22
1992,wheat,2006,rabi,meghalaya,2454.7,1.32,127.71,0.22
1994,arhar/tur,2006,kharif,andhra pradesh,845.2,0.420454545,127.71000000000001,0.21999999999999997
1995,arhar/tur,2006,rabi,andhra pradesh,845.2,0.433333333,127.71000000000001,0.22
1996,bajra,2006,kharif,andhra pradesh,845.2,0.7375,127.71000000000001,0.22
1997,bajra,2006,rabi,andhra pradesh,845.2,0.824545455,127.71,0.22
1998,banana,2006,whole year,andhra pradesh,845.2,26.19809524,127.71,0.22
1999,cashewnut,2006,whole year,andhra pradesh,845.2,0.2375,127.71,0.22
2000,castor seed,2006,kharif,andhra pradesh,845.2,0.444117647,127.71,0.22
2002,coriander,2006,whole year,andhra pradesh,845.2,0.495,127.71,0.22
2003,cotton(lint),2006,kharif,andhra pradesh,845.2,2.080952381,127.71000004116047,0.22
2004,dry chillies,2006,kharif,andhra pradesh,845.2,3.297727273,127.71,0.22
2005,dry chillies,2006,rabi,andhra pradesh,845.2,3.181363636,127.71000000000001,0.22
2006,ginger,2006,whole year,andhra pradesh,845.2,3.558,127.71000000000001,0.22000000000000003
2007,gram,2006,rabi,andhra pradesh,845.2,1.465,127.71000000000001,0.22
2008,groundnut,2006,kharif,andhra pradesh,845.2,0.874545455,127.71000000000001,0.22
2009,groundnut,2006,rabi,andhra pradesh,845.2,1.98,127.71000000000001,0.22
2010,horse-gram,2006,kharif,andhra pradesh,845.2,0.435,127.71000000000001,0.22
2011,horse-gram,2006,rabi,andhra pradesh,845.2,0.4105,127.71,0.22
2012,jowar,2006,kharif,andhra pradesh,845.2,0.90952381,127.71000000000001,0.22
2013,jowar,2006,rabi,andhra pradesh,845.2,1.494545455,127.71,0.22
2014,linseed,2006,rabi,andhra pradesh,845.2,0.266,127.71,0.22
2015,maize,2006,kharif,andhra pradesh,845.2,2.942727273,127.71000000000001,0.22
2016,maize,2006,rabi,andhra pradesh,845.2,6.363181818,127.71000000000001,0.21999999999999997
2017,mesta,2006,kharif,andhra pradesh,845.2,8.692222222,127.71000000000001,0.22
2018,moong(green gram),2006,kharif,andhra pradesh,845.2,0.312727273,127.71,0.22
2019,moong(green gram),2006,rabi,andhra pradesh,845.2,0.597142857,127.71,0.22
2020,niger seed,2006,kharif,andhra pradesh,845.2,0.4225,127.71000000000001,0.22
2021,onion,2006,kharif,andhra pradesh,845.2,15.37055556,127.71,0.22
2022,onion,2006,rabi,andhra pradesh,845.2,19.59105263,127.71,0.22
2023,other  rabi pulses,2006,rabi,andhra pradesh,845.2,0.443125,127.71000000000001,0.21999999999999997
2024,other kharif pulses,2006,kharif,andhra pradesh,845.2,0.298666667,127.71,0.22000000000000003
2025,potato,2006,whole year,andhra pradesh,845.2,12.436,127.71000000000001,0.22
2026,ragi,2006,kharif,andhra pradesh,845.2,1.205,127.71,0.22
2027,ragi,2006,rabi,andhra pradesh,845.2,1.621818182,127.71,0.22
2028,rapeseed &mustard,2006,rabi,andhra pradesh,845.2,0.285,127.71000000000001,0.22000000000000003
2029,rice,2006,kharif,andhra pradesh,845.2,2.689090909,127.71,0.22
2030,rice,2006,rabi,andhra pradesh,845.2,3.036818182,127.71,0.22000000000000003
2031,safflower,2006,rabi,andhra pradesh,845.2,0.50125,127.71,0.22
2032,sesamum,2006,kharif,andhra pradesh,845.2,0.213809524,127.71,0.21999999999999997
2033,sesamum,2006,rabi,andhra pradesh,845.2,0.311,127.71000000000001,0.22
2034,small millets,2006,kharif,andhra pradesh,845.2,0.5475,127.71,0.22
2035,small millets,2006,rabi,andhra pradesh,845.2,0.6225,127.71,0.22
2036,soyabean,2006,kharif,andhra pradesh,845.2,1.191111111,127.71000000000001,0.22
2037,sugarcane,2006,whole year,andhra pradesh,845.2,86.37380952,127.71,0.22
2038,sunflower,2006,whole year,andhra pradesh,845.2,0.896363636,127.71000000000001,0.22
2039,sweet potato,2006,whole year,andhra pradesh,845.2,8.821764706,127.71,0.22
2040,tapioca,2006,whole year,andhra pradesh,845.2,8.95,127.71000000000001,0.22
2041,tobacco,2006,whole year,andhra pradesh,845.2,4.163571429,127.71000000000001,0.21999999999999997
2042,urad,2006,kharif,andhra pradesh,845.2,0.339473684,127.71000000000001,0.22
2043,urad,2006,rabi,andhra pradesh,845.2,0.793636364,127.71,0.22
2044,wheat,2006,rabi,andhra pradesh,845.2,0.68,127.71000000000001,0.22
2046,arhar/tur,2006,kharif,assam,1774.9,0.706666667,127.71,0.22
2047,banana,2006,whole year,assam,1774.9,13.70814815,127.71,0.22
2048,castor seed,2006,kharif,assam,1774.9,0.4636,127.71000000000001,0.22000000000000003
2050,cotton(lint),2006,kharif,assam,1774.9,0.518461538,127.71000000000001,0.21999999999999997
2051,dry chillies,2006,whole year,assam,1774.9,0.633703704,127.71,0.22
2052,gram,2006,rabi,assam,1774.9,0.486666667,127.71000000000001,0.22
2053,jute,2006,kharif,assam,1774.9,9.352962963,127.71000000000001,0.22
2054,linseed,2006,rabi,assam,1774.9,0.484583333,127.71,0.22
2055,maize,2006,kharif,assam,1774.9,0.6252,127.71000000000001,0.22
2056,masoor,2006,rabi,assam,1774.9,0.5184,127.71000000000001,0.22000000000000003
2057,mesta,2006,kharif,assam,1774.9,4.6988,127.71,0.22
2058,moong(green gram),2006,rabi,assam,1774.9,0.444074074,127.71000000000001,0.22
2059,niger seed,2006,kharif,assam,1774.9,0.53,127.71000000000001,0.22
2060,onion,2006,whole year,assam,1774.9,2.384814815,127.71,0.22
2061,other  rabi pulses,2006,rabi,assam,1774.9,0.508076923,127.71000000000001,0.22
2062,peas & beans (pulses),2006,rabi,assam,1774.9,0.616666667,127.71,0.22
2063,potato,2006,whole year,assam,1774.9,6.657407407,127.71,0.22
2064,rapeseed &mustard,2006,rabi,assam,1774.9,0.495185185,127.71000000000001,0.22
2065,rice,2006,autumn,assam,1774.9,1.028148148,127.71,0.22
2066,rice,2006,summer,assam,1774.9,1.837037037,127.71,0.21999999999999997
2067,rice,2006,winter,assam,1774.9,1.269259259,127.71000001993824,0.22000000000000003
2068,sesamum,2006,kharif,assam,1774.9,0.496666667,127.71,0.22
2069,small millets,2006,kharif,assam,1774.9,0.500384615,127.71,0.22
2070,sugarcane,2006,whole year,assam,1774.9,39.10666667,127.71,0.21999999999999997
2071,sweet potato,2006,whole year,assam,1774.9,3.406666667,127.71000000000001,0.22
2072,tapioca,2006,whole year,assam,1774.9,4.426923077,127.71,0.22
2073,tobacco,2006,whole year,assam,1774.9,0.5928,127.71,0.22
2074,turmeric,2006,whole year,assam,1774.9,0.723703704,127.71000000000001,0.22
2075,urad,2006,rabi,assam,1774.9,0.507777778,127.71,0.22
2076,wheat,2006,rabi,assam,1774.9,1.134444444,127.71000000000001,0.22
2078,arhar/tur,2006,kharif,karnataka,1146.3,0.4648,127.71000000000001,0.22
2079,bajra,2006,kharif,karnataka,1146.3,0.485,127.71,0.22000000000000003
2080,bajra,2006,rabi,karnataka,1146.3,0.95,127.71,0.22
2081,bajra,2006,summer,karnataka,1146.3,0.81,127.71,0.22
2082,banana,2006,whole year,karnataka,1146.3,19.95814815,127.71000000000001,0.22000000000000003
2083,black pepper,2006,whole year,karnataka,1146.3,2.216,127.71,0.21999999999999997
2084,cardamom,2006,whole year,karnataka,1146.3,0.0575,127.71,0.21999999999999997
2085,castor seed,2006,kharif,karnataka,1146.3,0.827727273,127.71,0.22000000000000003
2087,coriander,2006,whole year,karnataka,1146.3,0.113157895,127.71,0.22
2088,cotton(lint),2006,whole year,karnataka,1146.3,1.405,127.71,0.21999999999999997
2089,dry chillies,2006,whole year,karnataka,1146.3,1.618888889,127.71000000000001,0.22
2090,garlic,2006,whole year,karnataka,1146.3,1.276666667,127.71000000000001,0.22
2091,ginger,2006,whole year,karnataka,1146.3,12.83352941,127.71000000000001,0.22
2092,gram,2006,kharif,karnataka,1146.3,0.164285714,127.71,0.22
2093,gram,2006,rabi,karnataka,1146.3,0.445833333,127.71000000000001,0.22000000000000003
2094,groundnut,2006,kharif,karnataka,1146.3,0.4028,127.71,0.21999999999999997
2095,groundnut,2006,rabi,karnataka,1146.3,0.9432,127.71,0.22
2096,horse-gram,2006,kharif,karnataka,1146.3,0.370434783,127.71,0.22
2097,horse-gram,2006,rabi,karnataka,1146.3,0.368076923,127.71,0.22
2098,jowar,2006,kharif,karnataka,1146.3,1.11047619,127.71,0.22
2099,jowar,2006,rabi,karnataka,1146.3,0.603684211,127.71000000887314,0.22
2100,jowar,2006,summer,karnataka,1146.3,1.466666667,127.71,0.21999999999999997
2101,linseed,2006,rabi,karnataka,1146.3,0.325384615,127.71,0.22000000000000003
2102,maize,2006,kharif,karnataka,1146.3,2.7448,127.71,0.22
2103,maize,2006,rabi,karnataka,1146.3,2.7208,127.71,0.21999999999999997
2104,maize,2006,summer,karnataka,1146.3,3.203333333,127.71000000000001,0.22
2105,mesta,2006,whole year,karnataka,1146.3,1.543333333,127.71,0.22
2106,moong(green gram),2006,kharif,karnataka,1146.3,0.158695652,127.71,0.22
2107,moong(green gram),2006,rabi,karnataka,1146.3,0.29375,127.71000000000001,0.22
2108,niger seed,2006,kharif,karnataka,1146.3,0.213043478,127.71,0.22
2109,onion,2006,whole year,karnataka,1146.3,6.4348,127.71000000000001,0.22
2110,other  rabi pulses,2006,rabi,karnataka,1146.3,0.269259259,127.71,0.22
2111,other kharif pulses,2006,kharif,karnataka,1146.3,0.785,127.71,0.22
2112,potato,2006,whole year,karnataka,1146.3,12.976875,127.71,0.22
2113,ragi,2006,kharif,karnataka,1146.3,1.002631579,127.71000000000001,0.22
2114,ragi,2006,rabi,karnataka,1146.3,1.616153846,127.71000000000001,0.22
2115,ragi,2006,summer,karnataka,1146.3,1.996153846,127.71,0.22
2116,rapeseed &mustard,2006,kharif,karnataka,1146.3,0.218235294,127.71,0.22
2117,rice,2006,kharif,karnataka,1146.3,2.428148148,127.70999999062776,0.22
2118,rice,2006,rabi,karnataka,1146.3,2.335333333,127.71000000000001,0.22
2119,rice,2006,summer,karnataka,1146.3,2.6825,127.71,0.22
2120,safflower,2006,rabi,karnataka,1146.3,0.673333333,127.71000000000001,0.22
2121,sannhamp,2006,whole year,karnataka,1146.3,0.136666667,127.71,0.22
2122,sesamum,2006,kharif,karnataka,1146.3,0.597307692,127.71,0.22
2123,small millets,2006,kharif,karnataka,1146.3,0.442105263,127.71,0.22
2124,soyabean,2006,kharif,karnataka,1146.3,0.763333333,127.71,0.22
2125,sugarcane,2006,whole year,karnataka,1146.3,90.2876,127.71,0.22
2126,sunflower,2006,kharif,karnataka,1146.3,0.407916667,127.71,0.22
2127,sunflower,2006,rabi,karnataka,1146.3,0.612608696,127.71000000000001,0.22
2128,sunflower,2006,summer,karnataka,1146.3,0.877727273,127.71,0.22
2129,sweet potato,2006,whole year,karnataka,1146.3,6.240714286,127.71,0.22
2130,tapioca,2006,whole year,karnataka,1146.3,9.43375,127.71,0.22
2131,tobacco,2006,whole year,karnataka,1146.3,0.471875,127.71000000000001,0.21999999999999997
2132,turmeric,2006,whole year,karnataka,1146.3,4.7735,127.71000000000001,0.22
2133,urad,2006,kharif,karnataka,1146.3,0.164285714,127.71,0.22
2134,urad,2006,rabi,karnataka,1146.3,0.520714286,127.71000000000001,0.22
2135,wheat,2006,rabi,karnataka,1146.3,0.810714286,127.71000000000001,0.22
2137,banana,2006,whole year,kerala,3429.7,7.988571429,127.71000000000001,0.21999999999999997
2138,black pepper,2006,whole year,kerala,3429.7,0.217857143,127.71000000000001,0.22
2139,cardamom,2006,whole year,kerala,3429.7,0.057,127.71,0.21999999999999997
2140,cashewnut,2006,whole year,kerala,3429.7,0.577857143,127.71000000000001,0.22
2142,cotton(lint),2006,kharif,kerala,3429.7,1.3,127.71,0.22
2143,garlic,2006,whole year,kerala,3429.7,17.0,127.71,0.22
2144,ginger,2006,whole year,kerala,3429.7,3.239285714,127.71,0.22
2145,groundnut,2006,kharif,kerala,3429.7,0.74,127.71,0.22
2146,jowar,2006,kharif,kerala,3429.7,0.593333333,127.71000000000001,0.22
2147,other cereals,2006,kharif,kerala,3429.7,0.793333333,127.71,0.22
2148,ragi,2006,kharif,kerala,3429.7,0.7225,127.71000000000001,0.22
2149,rice,2006,autumn,kerala,3429.7,2.270769231,127.71000000000001,0.22
2150,rice,2006,summer,kerala,3429.7,2.497857143,127.71000000000001,0.22
2151,rice,2006,winter,kerala,3429.7,2.286428571,127.71,0.22
2152,sesamum,2006,kharif,kerala,3429.7,0.397,127.71000000000001,0.22
2153,sugarcane,2006,whole year,kerala,3429.7,33.668,127.71,0.22
2154,sweet potato,2006,whole year,kerala,3429.7,11.50071429,127.71000000000001,0.22
2155,tapioca,2006,whole year,kerala,3429.7,29.46214286,127.71000000000001,0.22
2156,tobacco,2006,whole year,kerala,3429.7,1.61,127.71000000000001,0.22
2157,turmeric,2006,whole year,kerala,3429.7,2.168571429,127.71000000000001,0.22
2159,arhar/tur,2006,whole year,tamil nadu,927.9,0.744,127.71,0.21999999999999997
2160,bajra,2006,whole year,tamil nadu,927.9,1.588333333,127.71,0.22
2161,banana,2006,whole year,tamil nadu,927.9,54.02931034,127.71,0.22
2162,black pepper,2006,whole year,tamil nadu,927.9,0.186923077,127.71000000000001,0.22
2163,cardamom,2006,whole year,tamil nadu,927.9,0.0675,127.71,0.22
2164,cashewnut,2006,whole year,tamil nadu,927.9,0.503571429,127.71,0.22
2165,castor seed,2006,whole year,tamil nadu,927.9,0.35375,127.71,0.21999999999999997
2167,coriander,2006,whole year,tamil nadu,927.9,0.321304348,127.71,0.22
2168,cotton(lint),2006,whole year,tamil nadu,927.9,2.281111111,127.71,0.22000000000000003
2169,dry chillies,2006,whole year,tamil nadu,927.9,0.803928571,127.71000000000001,0.21999999999999997
2170,garlic,2006,whole year,tamil nadu,927.9,5.304,127.71000000000001,0.22
2171,ginger,2006,whole year,tamil nadu,927.9,18.65625,127.71000000000001,0.22
2172,gram,2006,whole year,tamil nadu,927.9,0.53,127.71000000000001,0.22
2173,groundnut,2006,whole year,tamil nadu,927.9,2.085357143,127.71,0.22
2174,horse-gram,2006,whole year,tamil nadu,927.9,0.5884,127.71,0.22
2175,jowar,2006,whole year,tamil nadu,927.9,1.212916667,127.71000000000001,0.22
2176,maize,2006,whole year,tamil nadu,927.9,4.483076923,127.71,0.22
2177,moong(green gram),2006,whole year,tamil nadu,927.9,0.588214286,127.71000000000001,0.22
2178,onion,2006,whole year,tamil nadu,927.9,8.720454545,127.71,0.22
2179,potato,2006,whole year,tamil nadu,927.9,15.11333333,127.71000000000001,0.22
2180,ragi,2006,whole year,tamil nadu,927.9,2.046153846,127.71000000000001,0.22
2181,rapeseed &mustard,2006,whole year,tamil nadu,927.9,0.150769231,127.71,0.22000000000000003
2182,rice,2006,kharif,tamil nadu,927.9,3.584827586,127.7100000155328,0.22
2183,sesamum,2006,whole year,tamil nadu,927.9,0.491111111,127.71,0.22
2184,small millets,2006,kharif,tamil nadu,927.9,1.057826087,127.71,0.22
2186,sunflower,2006,whole year,tamil nadu,927.9,1.726538462,127.71000000000001,0.22
2187,sweet potato,2006,whole year,tamil nadu,927.9,17.74740741,127.71000000000001,0.22
2188,tapioca,2006,whole year,tamil nadu,927.9,41.62785714,127.71,0.22
2189,tobacco,2006,whole year,tamil nadu,927.9,1.443333333,127.71,0.22
2190,turmeric,2006,whole year,tamil nadu,927.9,5.748148148,127.71,0.22
2191,urad,2006,whole year,tamil nadu,927.9,0.6425,127.71000000000001,0.22
2193,arhar/tur,2006,rabi,west bengal,1631.4,0.445454545,127.71,0.22
2194,bajra,2006,kharif,west bengal,1631.4,0.39,127.71000000000001,0.22
2195,barley,2006,rabi,west bengal,1631.4,0.993333333,127.71000000000001,0.21999999999999997
2196,cardamom,2006,whole year,west bengal,1631.4,0.24,127.71,0.22
2197,castor seed,2006,rabi,west bengal,1631.4,0.84,127.71000000000001,0.22
2199,cotton(lint),2006,kharif,west bengal,1631.4,3.898571429,127.71,0.22
2200,dry chillies,2006,whole year,west bengal,1631.4,1.115,127.71000000000001,0.22000000000000003
2201,ginger,2006,kharif,west bengal,1631.4,1.741666667,127.71000000000001,0.22
2202,gram,2006,rabi,west bengal,1631.4,0.699333333,127.71,0.22
2203,groundnut,2006,whole year,west bengal,1631.4,1.445,127.71000000000001,0.22
2204,horse-gram,2006,rabi,west bengal,1631.4,0.531818182,127.71000000000001,0.22000000000000003
2205,jowar,2006,kharif,west bengal,1631.4,0.473333333,127.71000000000001,0.21999999999999997
2206,jute,2006,kharif,west bengal,1631.4,14.85647059,127.71000000000001,0.22
2207,khesari,2006,rabi,west bengal,1631.4,0.802222222,127.71,0.22
2208,linseed,2006,rabi,west bengal,1631.4,0.240769231,127.71000000000001,0.21999999999999997
2209,maize,2006,kharif,west bengal,1631.4,2.723125,127.71000000000001,0.22
2210,masoor,2006,rabi,west bengal,1631.4,0.561764706,127.71000000000001,0.22
2211,mesta,2006,kharif,west bengal,1631.4,9.248333333,127.71000000000001,0.21999999999999997
2212,moong(green gram),2006,kharif,west bengal,1631.4,0.4475,127.71,0.22
2213,moong(green gram),2006,rabi,west bengal,1631.4,0.60375,127.71000000000001,0.22
2214,moong(green gram),2006,summer,west bengal,1631.4,0.403125,127.71,0.22
2215,niger seed,2006,kharif,west bengal,1631.4,0.481428571,127.71000000000001,0.21999999999999997
2216,other kharif pulses,2006,kharif,west bengal,1631.4,0.501666667,127.71000000000001,0.22
2217,peas & beans (pulses),2006,rabi,west bengal,1631.4,0.679411765,127.71,0.22
2218,potato,2006,whole year,west bengal,1631.4,13.35111111,127.71,0.22
2219,ragi,2006,kharif,west bengal,1631.4,0.706,127.71000000000001,0.21999999999999997
2220,rapeseed &mustard,2006,rabi,west bengal,1631.4,0.688333333,127.71,0.22
2221,rice,2006,autumn,west bengal,1631.4,2.001111111,127.71000000000001,0.22
2222,rice,2006,summer,west bengal,1631.4,3.028888889,127.70999997859029,0.22
2223,rice,2006,winter,west bengal,1631.4,2.291666667,127.71000000999517,0.22
2224,safflower,2006,rabi,west bengal,1631.4,0.556666667,127.71000000000001,0.22
2225,sannhamp,2006,whole year,west bengal,1631.4,5.58125,127.71,0.22
2226,sesamum,2006,whole year,west bengal,1631.4,0.905555556,127.71000000000001,0.22
2227,small millets,2006,kharif,west bengal,1631.4,0.591666667,127.71,0.22
2228,small millets,2006,rabi,west bengal,1631.4,1.265,127.71,0.22
2229,soyabean,2006,kharif,west bengal,1631.4,0.5625,127.71,0.21999999999999997
2230,sugarcane,2006,whole year,west bengal,1631.4,79.200625,127.71000000000001,0.22
2231,sunflower,2006,kharif,west bengal,1631.4,1.2025,127.71000000000001,0.22
2232,tobacco,2006,whole year,west bengal,1631.4,0.8,127.71000000000001,0.22
2233,turmeric,2006,whole year,west bengal,1631.4,1.942777778,127.71,0.22
2234,urad,2006,kharif,west bengal,1631.4,0.56,127.71000000000001,0.22
2235,urad,2006,rabi,west bengal,1631.4,0.697,127.71000000000001,0.22
2236,wheat,2006,rabi,west bengal,1631.4,2.168888889,127.71,0.21999999999999997
2238,bajra,2007,kharif,puducherry,1434.5875,2.08,133.4,0.16
2239,banana,2007,kharif,puducherry,1434.5875,22.45,133.39999999999998,0.16
2240,black pepper,2007,kharif,puducherry,1434.5875,0.58,133.4,0.16
2242,coriander,2007,rabi,puducherry,1434.5875,0.5,133.4,0.16
2243,cotton(lint),2007,summer,puducherry,1434.5875,0.615,133.4,0.16
2244,dry chillies,2007,kharif,puducherry,1434.5875,1.0,133.4,0.16
2245,dry chillies,2007,rabi,puducherry,1434.5875,1.0,133.4,0.16
2246,dry chillies,2007,summer,puducherry,1434.5875,1.0,133.4,0.16
2247,groundnut,2007,kharif,puducherry,1434.5875,1.83,133.4,0.15999999999999998
2248,groundnut,2007,rabi,puducherry,1434.5875,1.51,133.4,0.16
2249,groundnut,2007,summer,puducherry,1434.5875,1.45,133.4,0.15999999999999998
2250,jowar,2007,kharif,puducherry,1434.5875,1.67,133.4,0.16
2251,moong(green gram),2007,summer,puducherry,1434.5875,0.406666667,133.4,0.15999999999999998
2252,onion,2007,rabi,puducherry,1434.5875,8.33,133.4,0.16
2253,other  rabi pulses,2007,summer,puducherry,1434.5875,0.92,133.39999999999998,0.16
2254,ragi,2007,kharif,puducherry,1434.5875,1.57,133.4,0.16
2255,ragi,2007,rabi,puducherry,1434.5875,2.0,133.4,0.16
2256,ragi,2007,summer,puducherry,1434.5875,2.51,133.4,0.16
2257,rice,2007,kharif,puducherry,1434.5875,2.986666667,133.4,0.16
2258,rice,2007,rabi,puducherry,1434.5875,3.02,133.4,0.16
2259,rice,2007,summer,puducherry,1434.5875,2.21,133.4,0.16
2260,sesamum,2007,kharif,puducherry,1434.5875,0.79,133.4,0.16
2261,sesamum,2007,rabi,puducherry,1434.5875,0.81,133.4,0.16
2262,sesamum,2007,summer,puducherry,1434.5875,0.825,133.4,0.16
2263,small millets,2007,kharif,puducherry,1434.5875,0.5,133.4,0.16
2264,sugarcane,2007,kharif,puducherry,1434.5875,86.75,133.4,0.16
2265,sunflower,2007,kharif,puducherry,1434.5875,0.75,133.4,0.16
2266,sweet potato,2007,rabi,puducherry,1434.5875,1.0,133.4,0.16
2267,tapioca,2007,kharif,puducherry,1434.5875,26.9,133.39999999999998,0.16
2268,tapioca,2007,rabi,puducherry,1434.5875,40.83,133.4,0.16
2269,turmeric,2007,rabi,puducherry,1434.5875,1.5,133.4,0.16
2270,urad,2007,kharif,puducherry,1434.5875,0.68,133.4,0.15999999999999998
2271,urad,2007,rabi,puducherry,1434.5875,0.61,133.4,0.16
2272,urad,2007,summer,puducherry,1434.5875,0.393333333,133.4,0.16
2274,arhar/tur,2007,kharif,assam,2154.1,0.712962963,133.4,0.16
2275,banana,2007,whole year,assam,2154.1,13.68962963,133.4,0.16
2276,black pepper,2007,whole year,assam,2154.1,1.528518519,133.4,0.16
2277,castor seed,2007,kharif,assam,2154.1,0.4468,133.4,0.16
2279,cotton(lint),2007,kharif,assam,2154.1,0.445217391,133.4,0.16
2280,dry chillies,2007,whole year,assam,2154.1,0.625555556,133.4,0.16
2281,ginger,2007,whole year,assam,2154.1,6.94,133.4,0.16
2282,gram,2007,rabi,assam,2154.1,0.474615385,133.4,0.16
2283,jute,2007,kharif,assam,2154.1,10.37444444,133.4,0.15999999999999998
2284,linseed,2007,rabi,assam,2154.1,0.5076,133.4,0.15999999999999998
2285,maize,2007,kharif,assam,2154.1,0.60962963,133.39999999999998,0.16
2286,masoor,2007,rabi,assam,2154.1,0.482916667,133.4,0.16
2287,mesta,2007,kharif,assam,2154.1,4.7625,133.39999999999998,0.16
2288,moong(green gram),2007,rabi,assam,2154.1,0.43962963,133.4,0.16
2289,niger seed,2007,kharif,assam,2154.1,0.535652174,133.4,0.16
2290,onion,2007,whole year,assam,2154.1,2.37037037,133.4,0.16
2291,other  rabi pulses,2007,rabi,assam,2154.1,0.508461538,133.4,0.16
2292,peas & beans (pulses),2007,rabi,assam,2154.1,0.624814815,133.4,0.16
2293,potato,2007,whole year,assam,2154.1,6.564444444,133.4,0.16
2294,rapeseed &mustard,2007,rabi,assam,2154.1,0.503703704,133.4,0.16
2295,rice,2007,autumn,assam,2154.1,1.082592593,133.4,0.16
2296,rice,2007,summer,assam,2154.1,2.085925926,133.4,0.16
2297,rice,2007,winter,assam,2154.1,1.36962963,133.4,0.15999999999999998
2298,sesamum,2007,kharif,assam,2154.1,0.505555556,133.4,0.16
2299,small millets,2007,kharif,assam,2154.1,0.495384615,133.4,0.16
2300,sugarcane,2007,whole year,assam,2154.1,36.67259259,133.4,0.15999999999999998
2301,sweet potato,2007,whole year,assam,2154.1,3.395925926,133.4,0.16
2302,tapioca,2007,whole year,assam,2154.1,4.444615385,133.39999999999998,0.16
2303,tobacco,2007,whole year,assam,2154.1,0.5824,133.39999999999998,0.16
2304,turmeric,2007,whole year,assam,2154.1,0.692592593,133.4,0.16
2305,urad,2007,rabi,assam,2154.1,0.531111111,133.4,0.16
2306,wheat,2007,rabi,assam,2154.1,1.225185185,133.4,0.16
2308,arhar/tur,2007,kharif,karnataka,1323.3,0.644230769,133.4,0.16
2309,bajra,2007,kharif,karnataka,1323.3,0.8875,133.4,0.15999999999999998
2310,bajra,2007,rabi,karnataka,1323.3,0.83,133.4,0.15999999999999998
2311,bajra,2007,summer,karnataka,1323.3,0.963333333,133.4,0.16
2312,banana,2007,whole year,karnataka,1323.3,19.55793103,133.4,0.16
2313,black pepper,2007,whole year,karnataka,1323.3,3.124166667,133.4,0.16
2314,cardamom,2007,whole year,karnataka,1323.3,0.0625,133.39999999999998,0.16
2315,castor seed,2007,kharif,karnataka,1323.3,0.6725,133.4,0.16
2317,coriander,2007,whole year,karnataka,1323.3,0.329545455,133.4,0.16
2318,cotton(lint),2007,whole year,karnataka,1323.3,1.809,133.4,0.16
2319,dry chillies,2007,kharif,karnataka,1323.3,0.993928571,133.4,0.16
2320,dry chillies,2007,rabi,karnataka,1323.3,1.742307692,133.39999999999998,0.15999999999999998
